Nome,CEP
Ísis Azevedo,28030395
Enrico Moraes,24220001
Matheus Cunha,27525360
Enzo Rios,20755100
João Miguel Duarte,26182260
Ana Sophia Pinto,26083300
Sophia Sá,21070450
Asafe da Cruz,24412540
Ravy Martins,23030142
Luísa Peixoto,22271070
Ana Vitória Cardoso,25720121
Francisco Castro,24725360
Emanuel Porto,22723060
Lorena Gonçalves,20943240
Benjamin Costa,25963690
Ana Cecília Lopes,26290783
Antônio Melo,21241072
Maria Cecília Rocha,21532270
Ester Fogaça,26040015
Nicole Cirino,27340970
Hadassa Teixeira,27963016
Milena Fernandes,28085740
Bento Novaes,23547509
Josué Correia,27966847
Vitor Gabriel Martins,25730050
Vitor Aragão,25260305
Enrico Borges,24717067
Gustavo Cunha,24927440
Matheus Garcia,23575320
Isabelly da Cunha,22793078
Noah Peixoto,28920380
Melissa Machado,25086030
Ágatha Monteiro,25802040
Gabrielly Souza,25976315
Rodrigo Rezende,21012385
Ryan Monteiro,24924095
João Vargas,21250340
Mariana Alves,25520170
Juliana Ferreira,24370405
Anna Liz Gomes,25576030
Liam Sá,26295060
Noah Borges,22713450
Beatriz Peixoto,28909395
Léo Vasconcelos,24350017
Emanuelly da Cunha,23934145
Mariana Silva,22713574
Amanda das Neves,25954270
Erick Alves,27521032
Clara Sousa,27540548
Nicole Santos,25802332
Luiz Felipe Garcia,25970310
Lara Farias,25010330
Gael Henrique Castro,23057026
Ana Liz Albuquerque,26256120
Brenda da Mata,23823390
Jade Pinto,24724570
Emanuella Dias,23042630
Dante Costela,24726130
Antonella Aragão,26083380
Mariah da Rosa,21521380
Maria Laura Cunha,26011512
Théo Ferreira,23088550
Julia Farias,25576260
Nina Nascimento,24943040
Theo Guerra,23819030
Isaac Costela,26115620
Thomas Teixeira,26012460
Enzo Porto,25810320
Mateus Araújo,24472240
Hadassa Fonseca,23070070
Laís Correia,24422030
Rafael Casa Grande,24736460
Alexandre da Paz,24456650
Olívia Gonçalves,24732730
João Vitor Sampaio,26053024
Eloá Freitas,27513220
Pedro Henrique Ferreira,21655415
Ana Beatriz Aragão,22723200
Isabela Garcia,22291000
Daniela Farias,28025440
Arthur Almeida,20920070
Diogo Alves,25670090
Ana Carolina Freitas,26163276
Sara Almeida,22735230
Amanda Cavalcante,26163700
Maria Luísa Caldeira,25665273
Gustavo Henrique Lopes,25710257
Gael Henrique Oliveira,24727196
Melina Caldeira,26210320
José Miguel Cirino,25520840
Benjamin Ramos,23075068
Bernardo Azevedo,25715405
Theodoro Silva,27320780
Samuel Farias,21012010
Sophia da Cunha,24416460
Bruna Leão,25630360
Maria Luísa Vieira,24735290
Sophie da Paz,23535590
Emanuelly Aparecida,20560010
Augusto Azevedo,26262280
Alice Correia,23811150
Samuel da Cruz,23027170
Guilherme Moura,26381709
Théo Camargo,22451300
Catarina Lima,25961010
Luiz Felipe Montenegro,26015340
Bruna Peixoto,22281040
Eduardo Pastor,24473203
Henry Gabriel Pastor,20081020
Igor Fonseca,20760250
Marina Sampaio,28010243
Ester Cunha,26086210
Daniela Aragão,22760155
João Vitor Câmara,26177260
Alexia Moura,21852582
Marina Mendonça,27948970
Arthur Miguel Aparecida,27123250
Joana da Conceição,26280380
Kevin Melo,28633650
Vitória Mendonça,23085780
Dom Moreira,25250120
Henry Gabriel da Conceição,24342765
Murilo Viana,22753335
Felipe Farias,24931610
João Lucas Campos,21910230
Ana Liz Nunes,21240815
Helena Fonseca,24901795
Sophia Moreira,25810220
Marina Rios,22231180
Anthony Gabriel Sales,21072080
Bianca Porto,27923140
Alexandre Novaes,22440032
Lucas Vasconcelos,25250022
Ana Vitória Sá,24322330
Ian Martins,26160100
Matteo Souza,23040175
Rafaela Borges,26277437
Ravi Sá,24455235
Nicole Correia,26520180
Davi Duarte,25725500
Maria Helena Ramos,25046187
Gustavo Henrique Marques,28020205
Léo Cardoso,21061660
Maria Cecília Machado,27145310
Arthur Miguel Correia,26085085
Ana Carolina Vargas,24350060
Josué Teixeira,26413280
Maria Helena Melo,21650320
Vicente Cavalcanti,26053600
Ayla Vasconcelos,23090123
Ana Clara Siqueira,20220340
Anna Liz Ribeiro,28909550
Benicio Silveira,21852596
Pedro Miguel Novaes,28610210
Sabrina Moura,24865575
Eloá das Neves,24810176
Liz Cardoso,27964105
Samuel Fernandes,24476060
Henry Câmara,22290210
Maria Júlia Carvalho,26030780
Raul Gomes,28085020
Matheus Vasconcelos,25223420
Melina Moraes,21061238
Antonella da Rosa,20765046
Benicio Alves,27937770
Joaquim Silva,22795077
Diego Rios,28080425
Maya Abreu,27955570
Isadora Vieira,20250500
Vitória Barbosa,26290210
Caroline Aragão,25730361
João Felipe Sampaio,20950092
Benicio Câmara,25264013
Hadassa Duarte,26276140
Yan Barros,24868444
Allana Vasconcelos,21320070
Daniela Marques,24802435
Emanuella Porto,27261040
Eloah Vargas,20785295
Augusto Leão,23032263
Cauê Casa Grande,25901726
Nina Farias,26183808
Manuela Silveira,21655615
Mirella Gomes,27286345
Luiz Henrique Camargo,26187497
Marina Melo,24230070
Heloísa Carvalho,25933210
Bella Cardoso,24744370
Camila Siqueira,20943280
Ester Albuquerque,21866010
Thomas Oliveira,26545330
Hadassa Freitas,24812124
Benício Fernandes,24921528
Olívia Sales,24901110
Ana Júlia da Mata,23894582
Ana Liz Sá,24445650
Luna Aragão,25585810
Lorenzo Pinto,22770280
Anthony Gabriel da Rocha,24920460
Nina Rocha,26383588
Luan Sá,25040670
Vitória Ramos,21922390
Emanuel Barros,25010730
Rhavi Ferreira,20241070
Bruna Fernandes,23016272
Laura Teixeira,23830220
Maria Helena Lima,24856048
Maria Sophia Andrade,25561110
Vinicius Brito,26515330
Maria Vitória Sampaio,26564310
Valentim Novaes,24743640
Laura Silveira,22080010
Nicole Novais,24802540
Davi Lucas Araújo,25212750
Matteo Martins,24736770
Luan Santos,27971764
Asafe Ferreira,24210080
Mateus Cardoso,26115742
João Gabriel Porto,23012210
Kamilly Porto,25960601
Ana Carolina Moreira,27935270
Alícia Camargo,23057323
Rafaela Barros,24465600
Enzo Moreira,26070063
Alexia Viana,26281110
Anthony Gabriel Moreira,22735170
Carolina Moreira,27541335
Asafe Sá,21046500
João das Neves,24902000
Henry Mendonça,26520635
Zoe Moreira,20251103
Ravy Gomes,23595038
Ana Liz Campos,24900635
Pedro Henrique da Costa,25625012
Sophia Viana,25225664
Olivia Sá,28910070
Yan Rios,24930190
Lara Fernandes,26110270
Lorena Vieira,25904750
Lavínia Lima,23914325
Raquel Pimenta,26380390
Benjamin Andrade,24900090
Cecília Novais,26290375
André da Costa,25040090
Maria Luísa da Paz,24737217
Ryan Ferreira,20511020
Heloisa Abreu,21011810
Maria Laura Moreira,26085100
Stephany Lopes,26115640
Larissa Barros,23030520
Isadora Cardoso,27273515
Diogo Casa Grande,24724785
Bruna Marques,25271745
Liz Araújo,23020242
Thiago da Cunha,27276550
Isis Aragão,25970067
Alexandre Farias,25235230
Danilo Fonseca,25680391
Elisa Pires,26178510
Lorena da Cunha,24451120
Vitor Hugo Cassiano,21240790
Letícia Campos,21042901
Ana Sophia Costela,26582030
Rael Farias,26085000
Benicio da Luz,26167160
Letícia Montenegro,26380460
Bernardo Caldeira,24804066
Ester Vargas,26230540
Hadassa Rezende,21030630
Bento Moreira,28053600
Juan da Rosa,24935530
Ana Carolina Aparecida,24060050
Luigi Casa Grande,23575120
Alana Silva,21650080
Ana Laura Ramos,24130639
Vitória da Rocha,21910062
Nina Silva,23840290
Fernando Lima,22250010
Manuella Rios,26187440
Eduardo Martins,28605200
Thales Martins,27323730
Davi Miguel Macedo,25035310
Bernardo Barbosa,24342470
Zoe Cardoso,26070584
Clarice Albuquerque,24130377
Ester Machado,28055200
Maria Isis Jesus,23012348
Bryan Rocha,23535390
Enzo Ramos,21341260
Fernanda Lopes,22260240
Luísa Cassiano,23063060
Luísa Campos,20970010
Lucas Vieira,27534240
Anna Liz Ribeiro,23587612
Maria Luiza Sales,27541140
Luiz Otávio Mendes,23073575
Bryan Rezende,25260270
Bento da Costa,25065162
Catarina Dias,28615322
Ayla Sousa,26175150
Daniela Castro,20520970
Eloá Casa Grande,24050280
Bento Barbosa,21031020
Pietra Abreu,25821100
Caio da Costa,22790662
Léo Viana,26315150
Luana Cirino,24431560
Cauê Martins,27937350
Pedro Pimenta,24350700
Cauê Fonseca,28922575
Yuri Sá,26033540
Helena Cavalcanti,27910362
Cauê Siqueira,27940250
Joana Dias,21532430
Fernando Fernandes,21745200
Alícia Andrade,26030120
Raquel Farias,21521190
Maria Flor Pereira,25903727
Arthur Gabriel Correia,21535430
Nathan Rezende,23027380
Elisa Ramos,25253640
Hellena Leão,21012280
Gustavo Fernandes,22231060
Pietro Nunes,23050500
Lívia Albuquerque,26420110
Eduardo Leão,23906815
Letícia Silveira,21840060
Luigi Vieira,26572390
Sophia Moreira,23090500
Bárbara Guerra,24110806
Miguel Mendes,21840520
Gustavo Monteiro,26521150
Maria Júlia Lopes,26143080
Cecília Sá,24910485
Ana Luiza Monteiro,22753042
Davi Lucca Pereira,25540420
Heloísa Moreira,24342240
Anna Liz Brito,24426670
Thales Borges,21061590
Mirella Machado,24110447
Luiz Henrique Abreu,25957035
José Miguel Pastor,27285630
Henry Câmara,23059720
Rodrigo Pastor,23031420
Mariane Vasconcelos,28040320
Henrique Lopes,26012310
Ana Julia Jesus,23030434
Luan Andrade,24800437
Vitor Siqueira,27211090
Luigi Porto,24340170
Fernanda Gomes,24370150
Juliana Farias,21833120
Arthur Miguel Castro,20240080
Luiz Henrique Albuquerque,27281733
Olívia Silveira,23057765
Ana Beatriz Lima,24924030
Theo Azevedo,21615570
Cauã Silveira,26455285
Davi Lucca Santos,21920030
Pedro Miguel Rios,25075170
Maria Flor Rocha,24730685
João Silva,26520270
Levi Duarte,27973245
Gustavo Henrique Farias,26343140
Lunna Porto,26120160
Nina Cavalcante,27123450
Sophie Pastor,23031130
Lorenzo Abreu,26285610
Cecília Vasconcelos,23030437
João Gabriel Alves,21321040
Dante Guerra,27948096
Laura Fernandes,23595270
Vitor Gabriel da Cruz,21050050
Arthur Gabriel Lopes,24410000
Yuri Duarte,25901110
Jade da Mota,27335020
Letícia Rocha,21044750
Dom Pires,25715460
Eloá Azevedo,23570049
Ágatha Leão,27345190
Alícia Pires,21670590
Otávio da Rocha,23591160
Luiz Fernando Rios,23951430
Davi Miguel Rocha,24744580
Mariana da Luz,24715400
Samuel Cirino,21235060
João Pedro Ferreira,24734110
Danilo Rezende,24936820
Matheus Fogaça,26271150
Alexia da Rosa,27524350
Igor Rodrigues,26580270
Beatriz da Paz,24723270
Liz Ramos,23094397
Liz Casa Grande,22713380
Fernanda Teixeira,23933028
Isabelly Lopes,26225740
Eloá Fonseca,26171000
Luiz Fernando Oliveira,21860166
Maria Luiza Barros,20973092
Alana da Luz,26125500
Felipe Garcia,27277380
João Cirino,20260141
Gustavo Henrique da Rosa,24932160
Luiz Miguel Fonseca,23092716
Luiz Miguel Novaes,20511001
Gustavo Henrique Pires,24416040
Maria Laura Mendonça,24850705
Cecilia Rodrigues,24943095
Maria Flor Pinto,22793340
Cauã Pires,23915508
Antony Castro,24944020
Thales Moura,28060470
Clara Dias,21825060
Raquel Câmara,25750530
Marcela da Conceição,25015660
Luiz Henrique Moreira,25960380
Daniela Correia,25720900
Enzo Sousa,23954417
Raul da Conceição,23065350
Luiz Gustavo Cassiano,24141310
Isadora Viana,27250542
Catarina Brito,26183804
Otávio Cunha,21750100
Maria Julia Duarte,27920270
Ana Vitória Alves,23063270
Rafaela Sales,20760600
Erick Almeida,23093100
Rodrigo Abreu,26585370
Lavínia Castro,20785140
Gael Henrique Cavalcanti,24846060
Thales Sales,24710385
Kaique Costela,26551120
Lorenzo Silveira,21922690
Gabrielly Costela,27360110
Bella Camargo,25715075
Manuela Novaes,26321410
Paulo Aragão,21832273
Luan da Cunha,24808284
Milena Azevedo,20090003
Ana Julia Cardoso,26187406
Oliver Freitas,28908460
Ryan Fernandes,21760280
Guilherme Duarte,21850363
Gustavo Henrique Farias,24475380
Alexia Silva,24140300
Arthur Miguel Pinto,20270214
Elisa Rezende,27536010
Dom Fogaça,28010300
Lara Montenegro,23934100
Vitor Hugo Cavalcante,20910000
Caroline Campos,26065590
Isabela Montenegro,22421023
Bella Casa Grande,23028070
Maria Alice Camargo,20755000
Raul Novaes,21531614
Cecília Monteiro,24751765
Paulo Brito,26010720
Melina Montenegro,21530210
Emanuel Azevedo,28909220
Stephany Nunes,24930202
Leandro Mendonça,26455285
Nicolas Araújo,24476580
Mirella Brito,26021390
Isaac Ribeiro,26084370
Ágatha Caldeira,26292078
Miguel Viana,24467570
Lara Costa,22713578
Joana Novais,21655607
Liam Peixoto,25235005
Fernanda Sousa,26032280
Natália Lima,23012250
Mariana Sampaio,28051271
Helena Jesus,25250040
Leonardo Ferreira,25045027
Rafaela Leão,25976060
Pedro Monteiro,27276368
Esther Moraes,25045046
Pedro Miguel das Neves,21775240
Ana Júlia Pacheco,23052102
Gustavo Henrique Cavalcante,22765844
Laura da Cunha,25041302
João Pedro Correia,23535052
Henrique Nogueira,23595220
Rael Aparecida,28620130
Vinícius Melo,25231020
João Guilherme Duarte,28021001
Nathan Costela,27253650
Enzo Gabriel Aragão,26120240
Maysa Siqueira,25565411
Letícia Aragão,23555136
Lucas Gabriel Caldeira,27525678
Henry Garcia,21833263
Ágatha Correia,23570005
Ísis Santos,27915210
Maria Clara Sá,26176105
Ryan da Costa,20740190
Ravi Pimenta,20550100
Leandro Lopes,26310325
Benjamim Nogueira,21020370
Sofia Oliveira,21241200
Francisco Abreu,24751440
Pietra Sousa,21740180
Cauã Cunha,21920035
Stephany Siqueira,27540035
Vitória Porto,28911040
Ana Marques,21511430
Matheus Silveira,26410180
Ester Cardoso,26375280
Yuri Fernandes,22760110
Bernardo Fernandes,21810080
Mirella Freitas,24120096
Igor Sales,20031902
Kaique Rios,24941470
Davi Silveira,24320460
Liz Vasconcelos,24230102
Theodoro Mendonça,24830058
Francisco das Neves,23591280
Valentina Aragão,24813648
Arthur Miguel Lopes,24474415
Maria Vitória Sampaio,23520160
José Pedro Gonçalves,28010400
Henry Alves,24738655
Lucas Santos,25675002
Pietro Sousa,26012540
Ana Liz Farias,25755351
Ísis Cassiano,28070020
Stephany Cavalcante,21230540
Ester da Cunha,21530210
Julia Novais,26190060
Luana Albuquerque,25645260
Miguel Fogaça,25264550
Maria Isis da Cruz,24801180
João Guilherme Novais,23898330
Isabel Pereira,26298300
Yago Rezende,25655007
Nicolas Cirino,23036390
Amanda Cardoso,25755105
Manuella Monteiro,25223770
Ana Clara Aparecida,24752565
Murilo Machado,26450200
Emanuelly Barbosa,24436550
Pietra Borges,26420200
Maria Júlia Oliveira,24860488
Cecília Novaes,26545006
André Porto,25921030
Antonella Vieira,21341050
Emanuel Pereira,26290153
Luiz Henrique da Mata,26373500
Camila Santos,21062060
Raul Sousa,28616370
Milena da Rocha,28633235
Bárbara Caldeira,26031080
Manuela da Rosa,26564510
Eloah Rezende,24727313
Luiz Fernando Teixeira,26135280
André Pimenta,24711060
Benjamim Pacheco,25710390
Esther Aparecida,25041480
Ester Lima,26290458
Murilo Vargas,21070864
Isabella da Cruz,24720110
Asafe da Paz,23093565
Laura da Luz,23520193
Luiz Fernando Gonçalves,22775943
Thomas Costa,22452450
Lucca Aparecida,27516420
Liz Gonçalves,28060530
Mariah Machado,24467640
Mariana Vasconcelos,26115630
Sophia Brito,27933410
Nina Cassiano,23042148
Maria Júlia Câmara,27330270
Maria Sophia Cunha,22783130
Marcela Campos,24851504
Ágatha Castro,22411010
Melissa Cavalcante,24358630
Erick Azevedo,24754600
Lívia Sampaio,20765260
Juliana Sá,26193582
Matheus Vieira,26295042
Gustavo Henrique Moreira,28025285
Vitor Gabriel Teixeira,23025022
Ester Albuquerque,24130070
Emanuelly Barros,23016030
Davi Campos,21640190
Maria Cecília Novaes,28615064
Mariah Garcia,20540310
Marina Siqueira,26041680
Cecília Sales,26086045
Isabel Sales,22451220
Benicio Peixoto,28073700
Gustavo Ribeiro,25260460
Maria Laura Cavalcanti,22440970
Zoe Oliveira,25220335
Lívia Novaes,26310120
Gustavo Vargas,22270012
Leandro da Costa,28633233
Luiz Henrique Silveira,27259708
Fernanda da Luz,26291452
Giovanna da Rosa,24220190
Isadora Vargas,26315440
Bernardo Vargas,28010162
Theo Farias,23045120
Rebeca Carvalho,24876030
Luiz Felipe Pinto,27250105
Noah Rios,25901783
Emanuella Silva,24917645
Kaique Silveira,23950100
Aylla Nascimento,26277540
Théo Duarte,27966835
Miguel Campos,20251040
Luiz Henrique da Rocha,23914280
Maria Clara da Mota,28634320
Mariane Cavalcanti,22071060
Ana Barros,24746182
Isaque Novais,26157385
Dante Nogueira,22790835
Vinicius Barbosa,24722220
Francisco Sousa,21012412
Nicole Gonçalves,25963120
Emanuella Cunha,26440320
Evelyn Jesus,26317060
Enrico Moura,26153267
Ayla Fogaça,24746560
Lucas Gabriel Silva,21775590
Enzo Cardoso,26088080
Theodoro Cavalcante,21370000
Juliana Moraes,22795335
Beatriz Fernandes,27135480
Alexandre da Costa,26291389
Juliana da Rosa,27286310
Davi Miguel Camargo,20240193
Benicio Farias,26545530
Alana Costa,26255140
Rebeca Peixoto,26115752
Luiz Miguel Rios,26562010
Vitor Cavalcante,22793620
Maria Laura Pinto,27265140
Ana Carolina Sampaio,28907014
Anna Liz Cardoso,25745480
Augusto Camargo,28080225
Miguel das Neves,26183806
Jade das Neves,26553430
Brenda Teixeira,26585310
Oliver Mendonça,23066074
Dom da Luz,24901030
Esther Fonseca,25812162
Enzo Rezende,24742530
Henrique Abreu,26140570
Ravy Araújo,25051270
Anthony Gabriel Cavalcante,24859024
Mariana Brito,20765550
Alícia Pacheco,27135640
Julia Abreu,24422465
Raul Rios,23013200
Kevin da Luz,22793210
Maria Luiza da Costa,27525586
Calebe Siqueira,26250250
Emanuella Silva,25650322
Augusto Freitas,23575484
Benício Fonseca,26554030
João Felipe Montenegro,21061340
Ravi Rodrigues,22795065
Olívia Moreira,24370070
Heloisa Ribeiro,24471295
Isabel Pinto,26425040
Anthony da Paz,24804069
Jade da Cunha,27430220
Carolina Sá,24342395
Henry Monteiro,24715661
Juliana Costela,23075358
Luan Nascimento,28035216
Milena Vasconcelos,27150020
Hellena Gomes,24903625
Vicente Camargo,26435055
Valentina Santos,23580131
Carlos Eduardo Campos,26187450
Lucas Barros,21770101
Jade da Mota,21863680
Luiza Freitas,28027075
Maria Laura Lopes,25815460
Theodoro Freitas,27313090
Caio Cavalcanti,24461230
Asafe Pastor,20040050
Aylla Vieira,21840507
Ana Júlia Garcia,21931210
Anthony Duarte,28051340
Carolina Rios,23060780
Alexandre Caldeira,25235074
Pedro Henrique Abreu,21042021
Yago Garcia,20970212
Ana Júlia Freitas,22723270
Lorenzo Nunes,25640036
Enzo Lopes,25720143
Heloisa Gonçalves,27966613
Vinícius da Rosa,24715422
Milena Novais,27275206
Maria Eduarda Correia,26550760
Maria Eduarda da Mata,24030104
Miguel Jesus,25065250
Juan Teixeira,28920252
Sophie Viana,27522020
Luan Pacheco,25575110
Matteo Cardoso,23575235
Maria Alice Jesus,27966082
Rebeca Pires,27279120
Ana Sophia Pacheco,26296153
Rafael da Rosa,25931152
Theo Nunes,24900480
Matheus da Rosa,21211720
Felipe Macedo,22210040
Noah Moura,24721410
Enzo Gabriel Câmara,21842190
Maria Cecília Peixoto,26382565
Cecília Cunha,24315375
Larissa da Cunha,27240572
Josué Pereira,28021450
Dante Farias,25065247
Guilherme Monteiro,28073530
Allana Cassiano,21750151
Ravi Cavalcante,26112180
Aylla Borges,23915100
Laura Silveira,26021120
Gustavo Pimenta,25275500
Luara Nunes,26050380
Luana Castro,26070120
Marcela da Luz,23821800
Ana Liz Dias,24752108
Théo Duarte,25036190
Daniela Montenegro,24110650
Maria Julia Borges,24810440
Enrico Camargo,21843730
Arthur Gabriel Garcia,23897020
Henry Pinto,25233280
Miguel Correia,20080050
Henry Gabriel Pacheco,26545173
Evelyn Costela,24493240
Lunna Gomes,23590790
Erick Abreu,25051250
Pietro Oliveira,24735120
Diogo Mendonça,20932310
Gustavo Henrique Araújo,27264766
Ana Lívia Leão,21645396
Emanuel Rezende,24460190
Isis Novaes,26030200
Luiz Gustavo Fogaça,28633180
Liam Jesus,22790689
Samuel Pinto,25255070
Gabriela Aparecida,21550090
Ravi Lucca da Cunha,23088130
Maria Isis Machado,27966749
Maitê da Luz,20260240
Lavínia Brito,25811360
Gabriela Moura,26085157
João Gabriel Mendes,25645174
Levi Fogaça,27330463
Laís Sousa,25725019
Vitória Souza,27262230
Bella Cavalcanti,22641220
Vitória Lima,26113750
Maria Laura Machado,27920210
Nina Novaes,25974080
Laura Nogueira,23585164
Daniela Duarte,25230025
Beatriz Nogueira,21922190
Francisco Campos,28908275
Sabrina da Luz,24752025
Asafe Câmara,25715080
Laura Mendes,22641470
Yan Cavalcante,21532270
Juliana Sá,23062180
Giovanna da Rosa,25740335
Yago Câmara,24110040
Bryan Nunes,25645123
Yasmin Nascimento,26160161
Isabella Silva,25580330
Pietro Dias,27258150
Cecilia Garcia,24445110
Lívia Leão,25060310
Manuela Cavalcanti,25620160
Daniel Almeida,20950330
Ana Beatriz Nunes,23076325
Alana da Rosa,27933410
Nathan Cavalcante,24411130
Yuri Jesus,22260146
